"Loja";"Name Searched";"Name Found";"Price";"URL"
"Big Boy Games";"Resident Evil Revelations";"Xbox 360 - Resident Evil Revelations";"R$ 58,50";"http://www.bigboygames.com.br/xbox-360-resident-evil-revelations-p4965/"
"Balão da Informática";"Resident Evil Revelations";"Resident Evil: Revelations - Xbox 360";"Indisponível";"https://www.balaodainformatica.com.br//Produto/60447/Resident-Evil-Revelations---Xbox-360"
"Balão da Informática";"Resident Evil Revelations";"Resident Evil Revelations - Xbox 360";"Indisponível";"https://www.balaodainformatica.com.br//Produto/77740/Resident-Evil-Revelations---Xbox-360"
"Balão da Informática";"Resident Evil Revelations";"Resident Evil: Revelations - PS3";"Indisponível";"https://www.balaodainformatica.com.br//Produto/60445/Resident-Evil-Revelations---PS3"
"Casas Bahia";"Resident Evil Revelations";"Jogo Resident Evil: Revelations 2 - PS3";"108,00";"http://buscas.casasbahia.com.br/search?p=R&srid=S1-6IADP&lbc=casasbahia&w=Resident%20Evil%20Revelations&url=http%3a%2f%2fproduto.casasbahia.com.br%2f4286984%3f&rk=1&uid=330143707&sid=2&ts=custom&rsc=X%3amZ38QaouRmKYRQ&method=and&isort=score&view=grid"
"Casas Bahia";"Resident Evil Revelations";"Jogo Resident Evil: Revelations - Xbox 360";"97,99";"http://buscas.casasbahia.com.br/search?p=R&srid=S1-6IADP&lbc=casasbahia&w=Resident%20Evil%20Revelations&url=http%3a%2f%2fproduto.casasbahia.com.br%2f2067453%3f&rk=2&uid=330143707&sid=2&ts=custom&rsc=S0GwwiYXjY3ZMVik&method=and&isort=score&view=grid"
"Casas Bahia";"Resident Evil Revelations";"Jogo Ps3 Resident Evil Revelations 2";"122,57";"http://buscas.casasbahia.com.br/search?p=R&srid=S1-6IADP&lbc=casasbahia&w=Resident%20Evil%20Revelations&url=http%3a%2f%2fproduto.casasbahia.com.br%2f6671794%3f&rk=3&uid=330143707&sid=2&ts=custom&rsc=vjzj%3aaDWoMsc7wDN&method=and&isort=score&view=grid"
"Casas Bahia";"Resident Evil Revelations";"Game Resident Evil Revelations 2 - PS4";"128,99";"http://buscas.casasbahia.com.br/search?p=R&srid=S1-6IADP&lbc=casasbahia&w=Resident%20Evil%20Revelations&url=http%3a%2f%2fproduto.casasbahia.com.br%2f5414189%3f&rk=4&uid=330143707&sid=2&ts=custom&rsc=P1S6SBoPa0%3aAlgOV&method=and&isort=score&view=grid"
"Casas Bahia";"Resident Evil Revelations";"Resident Evil Revelations 2 PS4";"169,90";"http://buscas.casasbahia.com.br/search?p=R&srid=S1-6IADP&lbc=casasbahia&w=Resident%20Evil%20Revelations&url=http%3a%2f%2fproduto.casasbahia.com.br%2f5471367%3f&rk=5&uid=330143707&sid=2&ts=custom&rsc=EQU9%3aiGhTM9UQX7%3a&method=and&isort=score&view=grid"
"Casas Bahia";"Resident Evil Revelations";"Game Resident Evil: Revelations para Download - PC";"78,90";"http://buscas.casasbahia.com.br/search?p=R&srid=S1-6IADP&lbc=casasbahia&w=Resident%20Evil%20Revelations&url=http%3a%2f%2fproduto.casasbahia.com.br%2f2067404%3f&rk=6&uid=330143707&sid=2&ts=custom&rsc=qwyC04I17VImYPL8&method=and&isort=score&view=grid"
"Casas Bahia";"Resident Evil Revelations";"Game Resident Evil Revelations 2 - PS3";"179,00";"http://buscas.casasbahia.com.br/search?p=R&srid=S1-6IADP&lbc=casasbahia&w=Resident%20Evil%20Revelations&url=http%3a%2f%2fproduto.casasbahia.com.br%2f5395167%3f&rk=7&uid=330143707&sid=2&ts=custom&rsc=yoeciyQZIOq7B6wv&method=and&isort=score&view=grid"
"Casas Bahia";"Resident Evil Revelations";"Game Resident Evil Revelations 2 EP 1: Penal Colony para Download - PC";"20,90";"http://buscas.casasbahia.com.br/search?p=R&srid=S1-6IADP&lbc=casasbahia&w=Resident%20Evil%20Revelations&url=http%3a%2f%2fproduto.casasbahia.com.br%2f4688043%3f&rk=8&uid=330143707&sid=2&ts=custom&rsc=s-JDEvfmwdthKYU4&method=and&isort=score&view=grid"
"Casas Bahia";"Resident Evil Revelations";"Resident Evil Revelations PS3";"89,90";"http://buscas.casasbahia.com.br/search?p=R&srid=S1-6IADP&lbc=casasbahia&w=Resident%20Evil%20Revelations&url=http%3a%2f%2fproduto.casasbahia.com.br%2f5392695%3f&rk=9&uid=330143707&sid=2&ts=custom&rsc=Tw3L-Q%3aZeJWKRe%3a2&method=and&isort=score&view=grid"
"Casas Bahia";"Resident Evil Revelations";"Resident Evil Revelations Wii U";"169,90";"http://buscas.casasbahia.com.br/search?p=R&srid=S1-6IADP&lbc=casasbahia&w=Resident%20Evil%20Revelations&url=http%3a%2f%2fproduto.casasbahia.com.br%2f3114915%3f&rk=10&uid=330143707&sid=2&ts=custom&rsc=QwPOglH-xQySQC-s&method=and&isort=score&view=grid"
"Casas Bahia";"Resident Evil Revelations";"Resident Evil Revelations Xbox 360";"119,90";"http://buscas.casasbahia.com.br/search?p=R&srid=S1-6IADP&lbc=casasbahia&w=Resident%20Evil%20Revelations&url=http%3a%2f%2fproduto.casasbahia.com.br%2f5392696%3f&rk=11&uid=330143707&sid=2&ts=custom&rsc=Yr38xZvcZhYFbbiO&method=and&isort=score&view=grid"
"Casas Bahia";"Resident Evil Revelations";"Resident Evil Revelations - 3DS";"125,48";"http://buscas.casasbahia.com.br/search?p=R&srid=S1-6IADP&lbc=casasbahia&w=Resident%20Evil%20Revelations&url=http%3a%2f%2fproduto.casasbahia.com.br%2f6157109%3f&rk=12&uid=330143707&sid=2&ts=custom&rsc=rZUtOOrVBut%3acLLu&method=and&isort=score&view=grid"
"Casas Bahia";"Resident Evil Revelations";"Resident Evil Revelations (Ptbr) X360";"129,90";"http://buscas.casasbahia.com.br/search?p=R&srid=S1-6IADP&lbc=casasbahia&w=Resident%20Evil%20Revelations&url=http%3a%2f%2fproduto.casasbahia.com.br%2f6519153%3f&rk=13&uid=330143707&sid=2&ts=custom&rsc=PM6rUg4bMiWyDp8V&method=and&isort=score&view=grid"
"Casas Bahia";"Resident Evil Revelations";"Resident Evil Revelations - XBOX 360";"109,00";"http://buscas.casasbahia.com.br/search?p=R&srid=S1-6IADP&lbc=casasbahia&w=Resident%20Evil%20Revelations&url=http%3a%2f%2fproduto.casasbahia.com.br%2f5687614%3f&rk=14&uid=330143707&sid=2&ts=custom&rsc=sTVnIKEw61TJ29o6&method=and&isort=score&view=grid"
"Casas Bahia";"Resident Evil Revelations";"Game Resident Evil Revelations - 3DS";"189,90";"http://buscas.casasbahia.com.br/search?p=R&srid=S1-6IADP&lbc=casasbahia&w=Resident%20Evil%20Revelations&url=http%3a%2f%2fproduto.casasbahia.com.br%2f2939433%3f&rk=15&uid=330143707&sid=2&ts=custom&rsc=eqKS%3a%3aX3c02yuUhu&method=and&isort=score&view=grid"
"Casas Bahia";"Resident Evil Revelations";"Jogo Resident Evil: Revelations 2 - Xbox 360";"69,90";"http://buscas.casasbahia.com.br/search?p=R&srid=S1-6IADP&lbc=casasbahia&w=Resident%20Evil%20Revelations&url=http%3a%2f%2fproduto.casasbahia.com.br%2f4286986%3f&rk=16&uid=330143707&sid=2&ts=custom&rsc=L6a86y5-dgAil763&method=and&isort=score&view=grid"
"Casas Bahia";"Resident Evil Revelations";"Jogo Resident Evil: Revelations 2 - Xbox One";"79,90";"http://buscas.casasbahia.com.br/search?p=R&srid=S1-6IADP&lbc=casasbahia&w=Resident%20Evil%20Revelations&url=http%3a%2f%2fproduto.casasbahia.com.br%2f4286987%3f&rk=17&uid=330143707&sid=2&ts=custom&rsc=223-K0eYv3NICZ9I&method=and&isort=score&view=grid"
"Casas Bahia";"Resident Evil Revelations";"Jogo Resident Evil: Revelations 2 - Xbox 360";"110,05";"http://buscas.casasbahia.com.br/search?p=R&srid=S1-6IADP&lbc=casasbahia&w=Resident%20Evil%20Revelations&url=http%3a%2f%2fproduto.casasbahia.com.br%2f1000056945%3f&rk=18&uid=330143707&sid=2&ts=custom&rsc=1Fwpd1wa3Wez7Rsu&method=and&isort=score&view=grid"
"Casas Bahia";"Resident Evil Revelations";"Jogo Resident Evil: Revelations 2 - Xbox One";"119,00";"http://buscas.casasbahia.com.br/search?p=R&srid=S1-6IADP&lbc=casasbahia&w=Resident%20Evil%20Revelations&url=http%3a%2f%2fproduto.casasbahia.com.br%2f1000057039%3f&rk=19&uid=330143707&sid=2&ts=custom&rsc=N3x89Sm6cT1-v7Sv&method=and&isort=score&view=grid"
"Casas Bahia";"Resident Evil Revelations";"Jogo Capcom Resident EVIL Revelations 2 PS4 (CP6987AN)";"149,26";"http://buscas.casasbahia.com.br/search?p=R&srid=S1-6IADP&lbc=casasbahia&w=Resident%20Evil%20Revelations&url=http%3a%2f%2fproduto.casasbahia.com.br%2f5364416%3f&rk=20&uid=330143707&sid=2&ts=custom&rsc=cbWnEEIdLftHya8Z&method=and&isort=score&view=grid"
"Extra";"Resident Evil Revelations";"Jogo Resident Evil: Revelations 2 - PS3";"108,00";"http://buscando.extra.com.br/search?p=R&srid=S1-3IADP&lbc=extra&w=Resident%20Evil%20Revelations&url=http%3a%2f%2fproduto.extra.com.br%2f4286984%3f&rk=1&uid=330338876&sid=2&ts=custom&rsc=42tpq%3aXJauDVxhgn&method=and&isort=score&view=grid"
"Extra";"Resident Evil Revelations";"Resident Evil Revelations Xbox 360";"119,90";"http://buscando.extra.com.br/search?p=R&srid=S1-3IADP&lbc=extra&w=Resident%20Evil%20Revelations&url=http%3a%2f%2fproduto.extra.com.br%2f5392696%3f&rk=2&uid=330338876&sid=2&ts=custom&rsc=K-ma6QVvOhYuQ95v&method=and&isort=score&view=grid"
"Extra";"Resident Evil Revelations";"Jogo Resident Evil: Revelations 2 - Xbox 360";"69,90";"http://buscando.extra.com.br/search?p=R&srid=S1-3IADP&lbc=extra&w=Resident%20Evil%20Revelations&url=http%3a%2f%2fproduto.extra.com.br%2f4286986%3f&rk=3&uid=330338876&sid=2&ts=custom&rsc=lSnFsVrLchYGutwN&method=and&isort=score&view=grid"
"Extra";"Resident Evil Revelations";"Jogo Resident Evil: Revelations - Xbox 360";"97,99";"http://buscando.extra.com.br/search?p=R&srid=S1-3IADP&lbc=extra&w=Resident%20Evil%20Revelations&url=http%3a%2f%2fproduto.extra.com.br%2f2067453%3f&rk=4&uid=330338876&sid=2&ts=custom&rsc=FaQ2rGzN9SqHC0dl&method=and&isort=score&view=grid"
"Extra";"Resident Evil Revelations";"Resident Evil Revelations - XBOX 360";"109,00";"http://buscando.extra.com.br/search?p=R&srid=S1-3IADP&lbc=extra&w=Resident%20Evil%20Revelations&url=http%3a%2f%2fproduto.extra.com.br%2f5687614%3f&rk=5&uid=330338876&sid=2&ts=custom&rsc=b%3aKlUtt84esRTv86&method=and&isort=score&view=grid"
"Extra";"Resident Evil Revelations";"Resident Evil Revelations PS3";"89,90";"http://buscando.extra.com.br/search?p=R&srid=S1-3IADP&lbc=extra&w=Resident%20Evil%20Revelations&url=http%3a%2f%2fproduto.extra.com.br%2f5392695%3f&rk=6&uid=330338876&sid=2&ts=custom&rsc=vcZl4KfeJait8L2F&method=and&isort=score&view=grid"
"Extra";"Resident Evil Revelations";"Resident Evil Revelations Wii U";"169,90";"http://buscando.extra.com.br/search?p=R&srid=S1-3IADP&lbc=extra&w=Resident%20Evil%20Revelations&url=http%3a%2f%2fproduto.extra.com.br%2f3114915%3f&rk=7&uid=330338876&sid=2&ts=custom&rsc=U3UNVQnJJJPO7mQG&method=and&isort=score&view=grid"
"Extra";"Resident Evil Revelations";"Resident Evil Revelations - 3DS";"125,48";"http://buscando.extra.com.br/search?p=R&srid=S1-3IADP&lbc=extra&w=Resident%20Evil%20Revelations&url=http%3a%2f%2fproduto.extra.com.br%2f6157109%3f&rk=8&uid=330338876&sid=2&ts=custom&rsc=vMQm2xs2UFlDfVMa&method=and&isort=score&view=grid"
"Extra";"Resident Evil Revelations";"Resident Evil Revelations (Ptbr) X360";"129,90";"http://buscando.extra.com.br/search?p=R&srid=S1-3IADP&lbc=extra&w=Resident%20Evil%20Revelations&url=http%3a%2f%2fproduto.extra.com.br%2f6519153%3f&rk=9&uid=330338876&sid=2&ts=custom&rsc=EtbyilSoKRq1JmKD&method=and&isort=score&view=grid"
"Extra";"Resident Evil Revelations";"Resident Evil Revelations 2 PS4";"169,90";"http://buscando.extra.com.br/search?p=R&srid=S1-3IADP&lbc=extra&w=Resident%20Evil%20Revelations&url=http%3a%2f%2fproduto.extra.com.br%2f5471367%3f&rk=10&uid=330338876&sid=2&ts=custom&rsc=BqsXK13HAdrr43qA&method=and&isort=score&view=grid"
"Extra";"Resident Evil Revelations";"Jogo Ps3 Resident Evil Revelations 2";"122,57";"http://buscando.extra.com.br/search?p=R&srid=S1-3IADP&lbc=extra&w=Resident%20Evil%20Revelations&url=http%3a%2f%2fproduto.extra.com.br%2f6671794%3f&rk=11&uid=330338876&sid=2&ts=custom&rsc=FMGmRT9WhSsxnhfT&method=and&isort=score&view=grid"
"Extra";"Resident Evil Revelations";"Game Resident Evil Revelations - 3DS";"189,90";"http://buscando.extra.com.br/search?p=R&srid=S1-3IADP&lbc=extra&w=Resident%20Evil%20Revelations&url=http%3a%2f%2fproduto.extra.com.br%2f2939433%3f&rk=12&uid=330338876&sid=2&ts=custom&rsc=7nXi5rz6GXv0usKz&method=and&isort=score&view=grid"
"E-Virtua";"Resident Evil Revelations";"Resident Evil Revelations - Wii U - -";"R$ 149,90";"http://www.evirtua.com.br//resident-evil-revelations-wii-u/3172-01"
"E-Virtua";"Resident Evil Revelations";"Resident Evil: Revelations - 3DS - -";"R$ 99,90";"http://www.evirtua.com.br//resident-evil-revelations-3ds/2960-01"
"E-Virtua";"Resident Evil Revelations";"Resident Evil: Revelations - PS3 - -";"R$ 149,90";"http://www.evirtua.com.br//resident-evil-revelations-ps3/3164-01"
"E-Virtua";"Resident Evil Revelations";"Resident Evil: Revelations - Xbox 360 - -";"R$ 149,90";"http://www.evirtua.com.br//resident-evil-revelations-xbox-360/3165-01"
"E-Virtua";"Resident Evil Revelations";"Resident Evil: Revelations 2 - PS3 - Legendado em Português - -";"R$ 129,90";"http://www.evirtua.com.br//resident-evil-revelations-2-ps3-legendado-em-portugues/3702-01"
"E-Virtua";"Resident Evil Revelations";"Resident Evil: Revelations 2 - PS4 - Legendado em português - -";"R$ 149,90";"http://www.evirtua.com.br//resident-evil-revelations-2-ps4-legendado-em-portugues/3700-01"
"E-Virtua";"Resident Evil Revelations";"Resident Evil: Revelations 2 - XBOX 360 - Legendado em Português - -";"R$ 129,90";"http://www.evirtua.com.br//resident-evil-revelations-2-xbox-360-legendado-em-portugues/3703-01"
"E-Virtua";"Resident Evil Revelations";"Resident Evil: Revelations 2 - XBOX ONE - Legendado em português - -";"R$ 149,90";"http://www.evirtua.com.br//resident-evil-revelations-2-xbox-one-legendado-em-portugues/3701-01"
"Fast Games";"Resident Evil Revelations";"Resident Evil: Revelations - XBOX 360";"R$ 85,41";"http://www.fastgames.com.br/resident-evil-revelations-xbox-360-pr-5853-187970.htm"
"Fast Games";"Resident Evil Revelations";"Resident Evil: Revelations 2 - PS3";"R$ 104,41";"http://www.fastgames.com.br/resident-evil-revelations-2-ps3-pr-9310-187970.htm"
"Fast Games";"Resident Evil Revelations";"Resident Evil: Revelations 2 - PS4";"R$ 112,96";"http://www.fastgames.com.br/resident-evil-revelations-2-ps4-pr-9306-187970.htm"
"Fast Games";"Resident Evil Revelations";"Resident Evil: Revelations 2 - XBOX 360";"R$ 113,91";"http://www.fastgames.com.br/resident-evil-revelations-2-xbox-360-pr-9312-187970.htm"
"Fast Games";"Resident Evil Revelations";"Resident Evil: Revelations 2 - XBOX One";"R$ 123,41";"http://www.fastgames.com.br/resident-evil-revelations-2-xbox-one-pr-9308-187970.htm"
"Fast Shop";"Resident Evil Revelations";"-";"-";"http://www.fastshop.com.br/webapp/wcs/stores/servlet/SearchDisplay?searchTerm=<BUSCA>&categoryId=&storeId=10151&catalogId=11052&langId=-6&pageSize=9&beginIndex=0&sType=SimpleSearch&resultCatEntryType=2&showResultsPage=true&searchSource=Q&pageView=&hotsite=fastshop"
"FNAC";"Resident Evil Revelations";"PS3 RESIDENT EVIL REVELATIONS 2 - Capcom";"79,90";"http://www.FNAC.com.br/mktredir.aspx?url=http://www.FNAC.com.br/ps3-resident-evil-revelations-2/p/678281"
"FNAC";"Resident Evil Revelations";"PS4 RESIDENT EVIL REVELATIONS 2 - Capcom";"99,90";"http://www.FNAC.com.br/mktredir.aspx?url=http://www.FNAC.com.br/ps4-resident-evil-revelations-2/p/678284"
"FNAC";"Resident Evil Revelations";"XBOX 360 RESIDENT EVIL REVELATIONS 2 - Capcom";"79,90";"http://www.FNAC.com.br/mktredir.aspx?url=http://www.FNAC.com.br/xbox-360-resident-evil-revelations-2/p/678285"
"FNAC";"Resident Evil Revelations";"XBOX ONE RESIDENT EVIL REVELATIONS 2 - Capcom";"99,90";"http://www.FNAC.com.br/mktredir.aspx?url=http://www.FNAC.com.br/xbox-one-resident-evil-revelations-2/p/678287"
"FNAC";"Resident Evil Revelations";"XBOX 360 RESIDENT EVIL: REVELATIONS - Capcom";"64,90";"http://www.FNAC.com.br/mktredir.aspx?url=http://www.FNAC.com.br/xbox-360-resident-evil-revelations/p/636401"
"Kabum";"Resident Evil Revelations";"Game Resident Evil: Revelations 2 Xbox One";"R$ 118,63";"http://www.kabum.com.br/produto/62074/game-resident-evil-revelations-2-xbox-one/?tag=Resident Evil Revelations"
"Livraria Cultura";"Resident Evil Revelations";"RESIDENT EVIL REVELATIONS: ULTIMATE GUIDE";"R$ 9,52";"http://www.livrariacultura.com.br/p/resident-evil-revelations-ultimate-guide-82117663"
"Livraria Cultura";"Resident Evil Revelations";"RESIDENT EVIL REVELATIONS LIVRARIA CULTURA - SHOPPING FASHION MALL LIVRARIA CULTURA - SHOPPING MARKET PLACE LIVRARIA CULTURA - BOURBON SHOPPING COUNTRY LIVRARIA CULTURA - BOURBON SHOPPING SÃO PAULO LIVRARIA CULTURA - SHOPPING CURITIBA LIVRARIA CULTURA - SHOPPING VARANDA MALL LIVRARIA CULTURA - CONJUNTO NACIONAL GEEK.ETC.BR - CONJUNTO NACIONAL LIVRARIA CULTURA - PAÇO ALFÂNDEGA LIVRARIA CULTURA - SHOPPING VILLA-LOBOS LIVRARIA CULTURA - SHOPPING RIOMAR LIVRARIA CULTURA - CINE VITÓRIA LIVRARIA CULTURA - SHOPPING IGUATEMI SÃO PAULO LIVRARIA CULTURA - SHOPPING IGUATEMI RIBEIRÃO PRETO LIVRARIA CULTURA - SALVADOR SHOPPING LIVRARIA CULTURA - CASAPARK SHOPPING CENTER LIVRARIA CULTURA - SHOPPING IGUATEMI CAMPINAS LIVRARIA CULTURA - SHOPPING CENTER IGUATEMI BRASÍLIA";"R$ 136,00";"http://www.livrariacultura.com.br/p/resident-evil-revelations-42812180"
"Livraria Cultura";"Resident Evil Revelations";"RESIDENT EVIL REVELATIONS 2 (PS4) LIVRARIA CULTURA - SHOPPING FASHION MALL LIVRARIA CULTURA - SHOPPING MARKET PLACE LIVRARIA CULTURA - BOURBON SHOPPING COUNTRY LIVRARIA CULTURA - BOURBON SHOPPING SÃO PAULO LIVRARIA CULTURA - SHOPPING CURITIBA LIVRARIA CULTURA - SHOPPING VARANDA MALL LIVRARIA CULTURA - CONJUNTO NACIONAL GEEK.ETC.BR - CONJUNTO NACIONAL LIVRARIA CULTURA - PAÇO ALFÂNDEGA LIVRARIA CULTURA - SHOPPING VILLA-LOBOS LIVRARIA CULTURA - SHOPPING RIOMAR LIVRARIA CULTURA - CINE VITÓRIA LIVRARIA CULTURA - SHOPPING IGUATEMI SÃO PAULO LIVRARIA CULTURA - SHOPPING IGUATEMI RIBEIRÃO PRETO LIVRARIA CULTURA - SALVADOR SHOPPING LIVRARIA CULTURA - CASAPARK SHOPPING CENTER LIVRARIA CULTURA - SHOPPING IGUATEMI CAMPINAS LIVRARIA CULTURA - SHOPPING CENTER IGUATEMI BRASÍLIA";"R$ 79,90";"http://www.livrariacultura.com.br/p/resident-evil-revelations-2-ps4-42863541"
"Livraria Cultura";"Resident Evil Revelations";"RESIDENT EVIL REVELATIONS 2 (X360) LIVRARIA CULTURA - SHOPPING FASHION MALL LIVRARIA CULTURA - SHOPPING MARKET PLACE LIVRARIA CULTURA - BOURBON SHOPPING COUNTRY LIVRARIA CULTURA - BOURBON SHOPPING SÃO PAULO LIVRARIA CULTURA - SHOPPING CURITIBA LIVRARIA CULTURA - SHOPPING VARANDA MALL LIVRARIA CULTURA - CONJUNTO NACIONAL GEEK.ETC.BR - CONJUNTO NACIONAL LIVRARIA CULTURA - PAÇO ALFÂNDEGA LIVRARIA CULTURA - SHOPPING VILLA-LOBOS LIVRARIA CULTURA - SHOPPING RIOMAR LIVRARIA CULTURA - CINE VITÓRIA LIVRARIA CULTURA - SHOPPING IGUATEMI SÃO PAULO LIVRARIA CULTURA - SHOPPING IGUATEMI RIBEIRÃO PRETO LIVRARIA CULTURA - SALVADOR SHOPPING LIVRARIA CULTURA - CASAPARK SHOPPING CENTER LIVRARIA CULTURA - SHOPPING IGUATEMI CAMPINAS LIVRARIA CULTURA - SHOPPING CENTER IGUATEMI BRASÍLIA";"R$ 79,90";"http://www.livrariacultura.com.br/p/resident-evil-revelations-2-x360-42863548"
"Livraria Cultura";"Resident Evil Revelations";"RESIDENT EVIL REVELATIONS 2 (XBOX ONE) LIVRARIA CULTURA - SHOPPING FASHION MALL LIVRARIA CULTURA - SHOPPING MARKET PLACE LIVRARIA CULTURA - BOURBON SHOPPING COUNTRY LIVRARIA CULTURA - BOURBON SHOPPING SÃO PAULO LIVRARIA CULTURA - SHOPPING CURITIBA LIVRARIA CULTURA - SHOPPING VARANDA MALL LIVRARIA CULTURA - CONJUNTO NACIONAL GEEK.ETC.BR - CONJUNTO NACIONAL LIVRARIA CULTURA - PAÇO ALFÂNDEGA LIVRARIA CULTURA - SHOPPING VILLA-LOBOS LIVRARIA CULTURA - SHOPPING RIOMAR LIVRARIA CULTURA - CINE VITÓRIA LIVRARIA CULTURA - SHOPPING IGUATEMI SÃO PAULO LIVRARIA CULTURA - SHOPPING IGUATEMI RIBEIRÃO PRETO LIVRARIA CULTURA - SALVADOR SHOPPING LIVRARIA CULTURA - CASAPARK SHOPPING CENTER LIVRARIA CULTURA - SHOPPING IGUATEMI CAMPINAS LIVRARIA CULTURA - SHOPPING CENTER IGUATEMI BRASÍLIA";"R$ 79,90";"http://www.livrariacultura.com.br/p/resident-evil-revelations-2-xbox-one-42863550"
"Livraria Cultura";"Resident Evil Revelations";"RESIDENT EVIL REVELATIONS 2 (PS3) LIVRARIA CULTURA - SHOPPING FASHION MALL LIVRARIA CULTURA - SHOPPING MARKET PLACE LIVRARIA CULTURA - BOURBON SHOPPING COUNTRY LIVRARIA CULTURA - BOURBON SHOPPING SÃO PAULO LIVRARIA CULTURA - SHOPPING CURITIBA LIVRARIA CULTURA - SHOPPING VARANDA MALL LIVRARIA CULTURA - CONJUNTO NACIONAL GEEK.ETC.BR - CONJUNTO NACIONAL LIVRARIA CULTURA - PAÇO ALFÂNDEGA LIVRARIA CULTURA - SHOPPING VILLA-LOBOS LIVRARIA CULTURA - SHOPPING RIOMAR LIVRARIA CULTURA - CINE VITÓRIA LIVRARIA CULTURA - SHOPPING IGUATEMI SÃO PAULO LIVRARIA CULTURA - SHOPPING IGUATEMI RIBEIRÃO PRETO LIVRARIA CULTURA - SALVADOR SHOPPING LIVRARIA CULTURA - CASAPARK SHOPPING CENTER LIVRARIA CULTURA - SHOPPING IGUATEMI CAMPINAS LIVRARIA CULTURA - SHOPPING CENTER IGUATEMI BRASÍLIA";"R$ 79,90";"http://www.livrariacultura.com.br/p/resident-evil-revelations-2-ps3-42863538"
"Livraria Cultura";"Resident Evil Revelations";"RESIDENT EVIL - REVELATIONS (PS3)";"Indisponível";"http://www.livrariacultura.com.br/p/resident-evil-revelations-ps3-42110625"
"Livraria Cultura";"Resident Evil Revelations";"RESIDENT EVIL - REVELATIONS (X360)";"Indisponível";"http://www.livrariacultura.com.br/p/resident-evil-revelations-x360-42110630"
"Livraria Cultura";"Resident Evil Revelations";"RESIDENT EVIL - REVELATIONS (3DS)";"Indisponível";"http://www.livrariacultura.com.br/p/resident-evil-revelations-3ds-29480524"
"Magazine Luiza";"Resident Evil Revelations";"Resident Evil Revelations para Xbox 360 - Capcom";"XXX";"http://www.magazineluiza.com.br//resident-evil-revelations-para-xbox-360-capcom/p/0884195/ga/gajx/"
"Magazine Luiza";"Resident Evil Revelations";"Resident Evil Revelations 2 para PS4 - Capcom";"XXX";"http://www.magazineluiza.com.br//resident-evil-revelations-2-para-ps4-capcom/p/2124698/ga/gjps/"
"Magazine Luiza";"Resident Evil Revelations";"Resident Evil Revelations para PS3 - Capcom";"XXX";"http://www.magazineluiza.com.br//resident-evil-revelations-para-ps3-capcom/p/0884194/ga/gajp/"
"Magazine Luiza";"Resident Evil Revelations";"Resident Evil Revelations 2 para Xbox 360 - Capcom";"Indisponível";"http://www.magazineluiza.com.br//resident-evil-revelations-2-para-xbox-360-capcom/p/2124699/ga/gajx/"
"Magazine Luiza";"Resident Evil Revelations";"Resident Evil Revelations para Xbox 360 - Capcom";"Indisponível";"http://www.magazineluiza.com.br//resident-evil-revelations-para-xbox-360-capcom/p/2123530/ga/gajx/"
"Magazine Luiza";"Resident Evil Revelations";"Resident Evil Revelations 2 para Xbox One - Capcom";"Indisponível";"http://www.magazineluiza.com.br//resident-evil-revelations-2-para-xbox-one-capcom/p/2124700/ga/gjxo/"
"Magazine Luiza";"Resident Evil Revelations";"Resident Evil Revelations 2 para PS3 - Capcom";"Indisponível";"http://www.magazineluiza.com.br//resident-evil-revelations-2-para-ps3-capcom/p/2124697/ga/gajp/"
"Mula Games";"Resident Evil Revelations";"Resident Evil: Revelations (em Portugues) - XBox 360";"119.9";"http://www.mulagames.com.br/Resident-Evil--Revelations--em-Portugues--XBox-360/prod-1396106/"
"Mula Games";"Resident Evil Revelations";"Resident Evil: Revelations 2 (em Portugues) - XBox One";"149.9";"http://www.mulagames.com.br/Resident-Evil--Revelations-2--em-Portugues--XBox-One/prod-2619776/"
"Mula Games";"Resident Evil Revelations";"Resident Evil: Revelations 2 (em Portugues) - XBox 360";"118.9";"http://www.mulagames.com.br/Resident-Evil--Revelations-2--em-Portugues--XBox-360/prod-2619804/"
"Mula Games";"Resident Evil Revelations";"Resident Evil: Revelations (em Portugues) - PS3";"89.9";"http://www.mulagames.com.br/Resident-Evil--Revelations--em-Portugues--PS3/prod-1396078/"
"Mula Games";"Resident Evil Revelations";"Resident Evil: Revelations (em Portugues) - Wii U";"119.9";"http://www.mulagames.com.br/Resident-Evil--Revelations--em-Portugues--Wii-U/prod-2750982/"
"Mula Games";"Resident Evil Revelations";"Resident Evil: Revelations - 3DS";"119.9";"http://www.mulagames.com.br/Resident-Evil--Revelations-3DS/prod-457773/"
"Mula Games";"Resident Evil Revelations";"Resident Evil: Revelations 2 (em Portugues) - PS4";"118.9";"http://www.mulagames.com.br/Resident-Evil--Revelations-2--em-Portugues--PS4/prod-2619760/"
"Mula Games";"Resident Evil Revelations";"Resident Evil: Revelations 2 (em Portugues) - PSV";"218.9";"http://www.mulagames.com.br/Resident-Evil--Revelations-2--em-Portugues--PSV/prod-3620166/"
"Mula Games";"Resident Evil Revelations";"Resident Evil: Revelations 2 (em Portugues) - PS3";"129.9";"http://www.mulagames.com.br/Resident-Evil--Revelations-2--em-Portugues--PS3/prod-2619798/"
"Net Shoes";"Resident Evil Revelations";"-";"-";"http://www.netshoes.com.br/search?Ntt=<BUSCA>"
